gene	foldchange
Rv3876	190.517093452032
Rv3878	262.52090716365
Rv3879c	734.054087475347
Rv3880c	177.204889015872
Rv3881c	1021.71167781471
Rv3890c	22.0870173852864
Rv3891c	28.4726817901732
Rv3905c	19.5539746179315
Rv3912	7.06381809538825
Rv3922c	63.9613096023993
Rv3923c	72.7335897184983
Rv3924c	45.7110606700022
