node1	node2
Rv2711	Rv3424c
Rv2711	Rv3425
Rv2711	Rv3429
Rv2711	Rv3489
Rv2711	Rv3490
Rv2711	Rv3838c
Rv2711	Rv3839
Rv2711	Rv3840
Rv2720	Rv0053
Rv2720	Rv0054
Rv2720	Rv0055
Rv2720	Rv0056
Rv2720	Rv0057
Rv2720	Rv0058
Rv2720	Rv0059
Rv2720	Rv0060
Rv2720	Rv0071
Rv2720	Rv0336
Rv2720	Rv0515
Rv2720	Rv0949
Rv2720	Rv1000c
Rv2720	Rv1379
Rv2720	Rv1420
Rv2720	Rv1633
Rv2720	Rv1634
Rv2720	Rv1638
Rv2720	Rv1694
Rv2720	Rv1695
Rv2720	Rv1696
Rv2720	Rv1697
Rv2720	Rv1698
Rv2720	Rv2100
Rv2720	Rv2343c
Rv2720	Rv2344c
Rv2720	Rv2579
Rv2720	Rv2593c
Rv2720	Rv2594c
Rv2720	Rv2703
Rv2720	Rv2719c
Rv2720	Rv3074
Rv2720	Rv3370c
Rv2720	Rv3395c
Rv2720	Rv3776
Rv3080c	Rv1234
Rv3080c	Rv1235
Rv3080c	Rv1236
Rv3080c	Rv1237
Rv3080c	Rv1328
Rv3080c	Rv1781c
Rv3080c	Rv2117
Rv3133c	Rv0080
Rv3133c	Rv0081
Rv3133c	Rv0082
Rv3133c	Rv0083
Rv3133c	Rv0573c
Rv3133c	Rv0574c
Rv3133c	Rv1733c
Rv3133c	Rv1736c
Rv3133c	Rv1737c
Rv3133c	Rv1813c
Rv3133c	Rv2028c
Rv3133c	Rv2029c
Rv3133c	Rv2030c
Rv3133c	Rv2627c
Rv3133c	Rv3132c
Rv3223c	Rv0142
Rv3223c	Rv0250c
Rv3223c	Rv0251c
Rv3223c	Rv0252
Rv3223c	Rv0350
Rv3223c	Rv0351
Rv3223c	Rv0352
Rv3223c	Rv0353
Rv3223c	Rv0354c
Rv3223c	Rv0355c
Rv3223c	Rv0384c
Rv3223c	Rv0385
Rv3223c	Rv0989c
Rv3223c	Rv0990c
Rv3223c	Rv0991c
Rv3223c	Rv0992c
Rv3223c	Rv1072
Rv3223c	Rv1073
Rv3223c	Rv1223
Rv3223c	Rv1224
Rv3223c	Rv1334
Rv3223c	Rv1335
Rv3223c	Rv1336
Rv3223c	Rv1337
Rv3223c	Rv1338
Rv3223c	Rv1469
Rv3223c	Rv1470
Rv3223c	Rv1535
Rv3223c	Rv1645c
Rv3223c	Rv1646
Rv3223c	Rv2308
Rv3223c	Rv2465c
Rv3223c	Rv2699c
Rv3223c	Rv2700
Rv3223c	Rv2703
Rv3223c	Rv2711
Rv3223c	Rv3054c
Rv3223c	Rv3055
Rv3223c	Rv3056
Rv3223c	Rv3205c
Rv3223c	Rv3221c
Rv3223c	Rv3222c
Rv3223c	Rv3463
Rv3223c	Rv3914
Rv3279c	Rv0089
Rv3279c	Rv1176c
Rv3279c	Rv1568
Rv3286c	Rv0009
Rv3286c	Rv0011c
Rv3286c	Rv0012
Rv3286c	Rv0023
Rv3286c	Rv0024
Rv3286c	Rv0025
Rv3286c	Rv0205
Rv3286c	Rv0328
Rv3286c	Rv0360c
Rv3286c	Rv0430
Rv3286c	Rv0431
Rv3286c	Rv0432
Rv3286c	Rv0433
Rv3286c	Rv0516c
Rv3286c	Rv0737
Rv3286c	Rv0893c
Rv3286c	Rv0962c
Rv3286c	Rv1092c
Rv3286c	Rv2118c
Rv3291c	Rv0032
Rv3291c	Rv0033
Rv3291c	Rv0034
Rv3291c	Rv0035
Rv3291c	Rv0069c
Rv3291c	Rv0070c
Rv3291c	Rv0189c
Rv3291c	Rv0672
Rv3291c	Rv0673
Rv3291c	Rv0674
Rv3291c	Rv0884c
Rv3291c	Rv1280c
Rv3291c	Rv1281c
Rv3291c	Rv1282c
Rv3291c	Rv1283c
Rv3291c	Rv1558
Rv3291c	Rv1559
Rv3291c	Rv1640c
Rv3291c	Rv1826
Rv3291c	Rv1832
Rv3291c	Rv2210c
Rv3291c	Rv2211c
Rv3291c	Rv2563
Rv3291c	Rv2564
Rv3291c	Rv2987c
Rv3291c	Rv2988c
Rv3291c	Rv2995c
Rv3291c	Rv2996c
Rv3291c	Rv3001c
Rv3291c	Rv3002c
Rv3291c	Rv3003c
Rv3291c	Rv3080c
Rv3291c	Rv3360
Rv3291c	Rv3665c
Rv3291c	Rv3710
Rv3291c	Rv3858c
Rv3291c	Rv3859c
Rv3334	Rv0967
Rv3334	Rv0968
Rv3334	Rv0969
Rv3334	Rv0970
Rv3414c	Rv0341
Rv3414c	Rv1815
Rv3414c	Rv1816
Rv3414c	Rv1881c
Rv3414c	Rv1882c
Rv3414c	Rv1883c
Rv3414c	Rv1884c
Rv3414c	Rv1885c
Rv3414c	Rv1886c
Rv3414c	Rv3413c
Rv3574	Rv0223c
Rv3574	Rv0941c
Rv3574	Rv1627c
Rv3574	Rv3533c
Rv3574	Rv3534c
Rv3574	Rv3567c
Rv3574	Rv3568c
Rv3574	Rv3569c
Rv3574	Rv3571
Rv3574	Rv3572
Rv3575c	Rv0069c
Rv3575c	Rv0070c
Rv3575c	Rv0772
Rv3575c	Rv0777
Rv3575c	Rv0780
Rv3575c	Rv0781
Rv3575c	Rv0782
Rv3575c	Rv0803
Rv3575c	Rv0808
Rv3575c	Rv0809
Rv3575c	Rv0956
Rv3575c	Rv0957
Rv3575c	Rv1017c
Rv3575c	Rv1826
Rv3575c	Rv1832
Rv3575c	Rv2139
Rv3575c	Rv2211c
Rv3575c	Rv2919c
Rv3575c	Rv2920c
Rv3575c	Rv3274c
Rv3575c	Rv3275c
Rv3575c	Rv3276c
Rv3575c	Rv3396c
Rv3575c	Rv3411c
Rv3648c	Rv0005
Rv3648c	Rv0006
Rv3648c	Rv0007
Rv3676	Rv0003
Rv3676	Rv0005
Rv3676	Rv0006
Rv3676	Rv0007
Rv3676	Rv0009
Rv3676	Rv0049
Rv3676	Rv0110
Rv3676	Rv0167
Rv3676	Rv0168
Rv3676	Rv0169
Rv3676	Rv0170
Rv3676	Rv0171
Rv3676	Rv0172
Rv3676	Rv0173
Rv3676	Rv0174
Rv3676	Rv0175
Rv3676	Rv0176
Rv3676	Rv0177
Rv3676	Rv0178
Rv3676	Rv0188
Rv3676	Rv0408
Rv3676	Rv0409
Rv3676	Rv0428c
Rv3676	Rv0450c
Rv3676	Rv0458
Rv3676	Rv0462
Rv3676	Rv0475
Rv3676	Rv0476
Rv3676	Rv0477
Rv3676	Rv0478
Rv3676	Rv0485
Rv3676	Rv0572c
Rv3676	Rv0618
Rv3676	Rv0619
Rv3676	Rv0620
Rv3676	Rv0652
Rv3676	Rv0727c
Rv3676	Rv0754
Rv3676	Rv0896
Rv3676	Rv0952
Rv3676	Rv1157c
Rv3676	Rv1184c
Rv3676	Rv1200
Rv3676	Rv1212c
Rv3676	Rv1213
Rv3676	Rv1234
Rv3676	Rv1235
Rv3676	Rv1236
Rv3676	Rv1237
Rv3676	Rv1238
Rv3676	Rv1240
Rv3676	Rv1241
Rv3676	Rv1242
Rv3676	Rv1248c
Rv3676	Rv1255c
Rv3676	Rv1342c
Rv3676	Rv1343c
Rv3676	Rv1387
Rv3676	Rv1407
Rv3676	Rv1436
Rv3676	Rv1437
Rv3676	Rv1438
Rv3676	Rv1474c
Rv3676	Rv1475c
Rv3676	Rv1538c
Rv3676	Rv1553
Rv3676	Rv1554
Rv3676	Rv1579c
Rv3676	Rv1580c
Rv3676	Rv1592c
Rv3676	Rv1691
Rv3676	Rv1692
Rv3676	Rv1719
Rv3676	Rv1989c
Rv3676	Rv2117
Rv3676	Rv2215
Rv3676	Rv2220
Rv3676	Rv2238c
Rv3676	Rv2239c
Rv3676	Rv2248
Rv3676	Rv2293c
Rv3676	Rv2294
Rv3676	Rv2358
Rv3676	Rv2359
Rv3676	Rv2436
Rv3676	Rv2443
Rv3676	Rv2452c
Rv3676	Rv2453c
Rv3676	Rv2454c
Rv3676	Rv2455c
Rv3676	Rv2485c
Rv3676	Rv2656c
Rv3676	Rv2657c
Rv3676	Rv2658c
Rv3676	Rv2659c
Rv3676	Rv2660c
Rv3676	Rv2661c
Rv3676	Rv2857c
Rv3676	Rv2858c
Rv3676	Rv2859c
Rv3676	Rv2860c
Rv3676	Rv2986c
Rv3676	Rv3028c
Rv3676	Rv3029c
Rv3676	Rv3080c
Rv3676	Rv3083
Rv3676	Rv3084
Rv3676	Rv3085
Rv3676	Rv3086
Rv3676	Rv3087
Rv3676	Rv3088
Rv3676	Rv3089
Rv3676	Rv3219
Rv3676	Rv3274c
Rv3676	Rv3275c
Rv3676	Rv3276c
Rv3676	Rv3302c
Rv3676	Rv3314c
Rv3676	Rv3316
Rv3676	Rv3318
Rv3676	Rv3319
Rv3676	Rv3332
Rv3676	Rv3396c
Rv3676	Rv3411c
Rv3676	Rv3516
Rv3676	Rv3525c
Rv3676	Rv3617
Rv3676	Rv3618
Rv3676	Rv3634c
Rv3676	Rv3635
Rv3676	Rv3696c
Rv3676	Rv3724
Rv3676	Rv3856c
Rv0002	Rv0321
Rv0002	Rv1021
Rv0002	Rv1341
Rv0002	Rv2344c
Rv0003	Rv3715c
Rv0016c	Rv2136c
Rv0016c	Rv2153c
Rv0032	Rv1568
Rv0046c	Rv0650
Rv0046c	Rv1604
Rv0046c	Rv2701c
Rv0046c	Rv3068c
Rv0053	Rv0055
Rv0053	Rv0682
Rv0053	Rv0683
Rv0053	Rv0685
Rv0053	Rv0700
Rv0053	Rv0705
Rv0053	Rv0707
Rv0053	Rv0710
Rv0053	Rv0717
Rv0053	Rv0718
Rv0053	Rv1641
Rv0053	Rv2412
Rv0053	Rv2534c
Rv0053	Rv2785c
Rv0053	Rv2882c
Rv0053	Rv2890c
Rv0053	Rv3458c
Rv0053	Rv3459c
Rv0053	Rv3460c
Rv0055	Rv0053
Rv0056	Rv0640
Rv0056	Rv0641
Rv0056	Rv0651
Rv0056	Rv0652
Rv0056	Rv0701
Rv0056	Rv0702
Rv0056	Rv0703
Rv0056	Rv0704
Rv0056	Rv0706
Rv0056	Rv0708
Rv0056	Rv0709
Rv0056	Rv0714
Rv0056	Rv0715
Rv0056	Rv0716
Rv0056	Rv0719
Rv0056	Rv0720
Rv0056	Rv0722
Rv0056	Rv0723
Rv0056	Rv1015c
Rv0056	Rv1298
Rv0056	Rv1643
Rv0056	Rv2057c
Rv0056	Rv2441c
Rv0056	Rv2442c
Rv0056	Rv2882c
Rv0056	Rv2904c
Rv0056	Rv2916c
Rv0056	Rv3443c
Rv0056	Rv3456c
Rv0056	Rv3461c
Rv0056	Rv3924c
Rv0062	Rv0186
Rv0062	Rv0237
Rv0066c	Rv1475c
Rv0066c	Rv2454c
Rv0066c	Rv2455c
Rv0066c	Rv2855
Rv0066c	Rv3339c
Rv0069c	Rv0070c
Rv0069c	Rv0436c
Rv0069c	Rv1077
Rv0069c	Rv1093
Rv0069c	Rv1612
Rv0069c	Rv1613
Rv0069c	Rv2335
Rv0069c	Rv3042c
Rv0070c	Rv0069c
Rv0070c	Rv0389
Rv0070c	Rv0436c
Rv0070c	Rv0956
Rv0070c	Rv0957
Rv0070c	Rv1077
Rv0070c	Rv1093
Rv0070c	Rv1406
Rv0070c	Rv1559
Rv0070c	Rv1612
Rv0070c	Rv1613
Rv0070c	Rv1832
Rv0070c	Rv1905c
Rv0070c	Rv2124c
Rv0070c	Rv2764c
Rv0070c	Rv2964
Rv0070c	Rv3042c
Rv0070c	Rv3356c
Rv0075	Rv0815c
Rv0075	Rv1133c
Rv0075	Rv2124c
Rv0075	Rv2291
Rv0075	Rv2458
Rv0075	Rv3117
Rv0075	Rv3283
Rv0075	Rv3340
Rv0081	Rv3133c
Rv0089	Rv0892
Rv0089	Rv1599
Rv0091	Rv2601
Rv0111	Rv0400c
Rv0112	Rv1512
Rv0112	Rv3264c
Rv0113	Rv0115
Rv0114	Rv0115
Rv0115	Rv0113
Rv0115	Rv0114
Rv0117	Rv2930
Rv0117	Rv2931
Rv0117	Rv2932
Rv0117	Rv2933
Rv0117	Rv2934
Rv0117	Rv2935
Rv0117	Rv2939
Rv0120c	Rv2882c
Rv0126	Rv0127
Rv0126	Rv1563c
Rv0126	Rv1564c
Rv0126	Rv2006
Rv0126	Rv3031
Rv0126	Rv3372
Rv0127	Rv0126
Rv0127	Rv1327c
Rv0127	Rv1781c
Rv0131c	Rv0222
Rv0131c	Rv0243
Rv0131c	Rv0408
Rv0131c	Rv0456c
Rv0131c	Rv0632c
Rv0131c	Rv0673
Rv0131c	Rv0675
Rv0131c	Rv0753c
Rv0131c	Rv0859
Rv0131c	Rv0860
Rv0131c	Rv0905
Rv0131c	Rv0914c
Rv0131c	Rv0971c
Rv0131c	Rv0973c
Rv0131c	Rv1070c
Rv0131c	Rv1071c
Rv0131c	Rv1074c
Rv0131c	Rv1141c
Rv0131c	Rv1142c
Rv0131c	Rv1323
Rv0131c	Rv1472
Rv0131c	Rv1867
Rv0131c	Rv1935c
Rv0131c	Rv2187
Rv0131c	Rv2486
Rv0131c	Rv2502c
Rv0131c	Rv2679
Rv0131c	Rv2790c
Rv0131c	Rv2831
Rv0131c	Rv3039c
Rv0131c	Rv3280
Rv0131c	Rv3373
Rv0131c	Rv3374
Rv0131c	Rv3516
Rv0131c	Rv3523
Rv0131c	Rv3546
Rv0131c	Rv3550
Rv0131c	Rv3556c
Rv0131c	Rv3667
Rv0131c	Rv3774
Rv0133	Rv0400c
Rv0136	Rv0217c
Rv0136	Rv0220
Rv0136	Rv0892
Rv0136	Rv1104
Rv0136	Rv1105
Rv0136	Rv1758
Rv0136	Rv2385
Rv0136	Rv2970c
Rv0136	Rv3084
Rv0136	Rv3452
Rv0147	Rv0162c
Rv0147	Rv0751c
Rv0147	Rv0761c
Rv0147	Rv0853c
Rv0147	Rv0860
Rv0147	Rv1530
Rv0147	Rv1862
Rv0147	Rv2205c
Rv0147	Rv2589
Rv0147	Rv3086
Rv0147	Rv3170
Rv0147	Rv3602c
Rv0147	Rv3667
Rv0154c	Rv0222
Rv0154c	Rv0243
Rv0154c	Rv0408
Rv0154c	Rv0456c
Rv0154c	Rv0632c
Rv0154c	Rv0673
Rv0154c	Rv0675
Rv0154c	Rv0753c
Rv0154c	Rv0859
Rv0154c	Rv0860
Rv0154c	Rv0905
Rv0154c	Rv0914c
Rv0154c	Rv0971c
Rv0154c	Rv0973c
Rv0154c	Rv1070c
Rv0154c	Rv1071c
Rv0154c	Rv1074c
Rv0154c	Rv1141c
Rv0154c	Rv1142c
Rv0154c	Rv1323
Rv0154c	Rv1472
Rv0154c	Rv1867
Rv0154c	Rv1935c
Rv0154c	Rv2187
Rv0154c	Rv2486
Rv0154c	Rv2502c
Rv0154c	Rv2679
Rv0154c	Rv2790c
Rv0154c	Rv2831
Rv0154c	Rv3039c
Rv0154c	Rv3280
Rv0154c	Rv3373
Rv0154c	Rv3374
Rv0154c	Rv3516
Rv0154c	Rv3523
Rv0154c	Rv3546
Rv0154c	Rv3550
Rv0154c	Rv3556c
Rv0154c	Rv3667
Rv0154c	Rv3774
Rv0155	Rv1695
Rv0155	Rv2421c
Rv0155	Rv2438c
Rv0155	Rv3199c
Rv0156	Rv1695
Rv0156	Rv2421c
Rv0156	Rv2438c
Rv0156	Rv3199c
Rv0157	Rv1695
Rv0157	Rv2421c
Rv0157	Rv2438c
Rv0157	Rv3199c
Rv0158	Rv3286c
Rv0162c	Rv0147
Rv0162c	Rv0223c
Rv0162c	Rv0458
Rv0162c	Rv0768
Rv0162c	Rv0892
Rv0162c	Rv1703c
Rv0162c	Rv1833c
Rv0162c	Rv2296
Rv0162c	Rv2579
Rv0162c	Rv2858c
Rv0162c	Rv3170
Rv0162c	Rv3252c
Rv0162c	Rv3391
Rv0165c	Rv0166
Rv0165c	Rv0167
Rv0165c	Rv0168
Rv0165c	Rv0169
Rv0165c	Rv0170
Rv0165c	Rv0171
Rv0165c	Rv0172
Rv0165c	Rv0173
Rv0165c	Rv0174
Rv0165c	Rv0175
Rv0165c	Rv0176
Rv0165c	Rv0177
Rv0165c	Rv0178
Rv0186	Rv0062
Rv0186	Rv0650
Rv0186	Rv1090
Rv0186	Rv1781c
Rv0187	Rv0892
Rv0187	Rv1599
Rv0189c	Rv0337c
Rv0189c	Rv2210c
Rv0189c	Rv2225
Rv0189c	Rv2332
Rv0189c	Rv3001c
Rv0189c	Rv3710
Rv0195	Rv0196
Rv0195	Rv0197
Rv0195	Rv1404
Rv0196	Rv0195
Rv0196	Rv0197
Rv0213c	Rv0892
Rv0213c	Rv1599
Rv0215c	Rv0222
Rv0215c	Rv0456c
Rv0215c	Rv0632c
Rv0215c	Rv0673
Rv0215c	Rv0675
Rv0215c	Rv0860
Rv0215c	Rv0905
Rv0215c	Rv0971c
Rv0215c	Rv1070c
Rv0215c	Rv1071c
Rv0215c	Rv1141c
Rv0215c	Rv1142c
Rv0215c	Rv1472
Rv0215c	Rv1935c
Rv0215c	Rv2486
Rv0215c	Rv2679
Rv0215c	Rv2790c
Rv0215c	Rv2831
Rv0215c	Rv3039c
Rv0215c	Rv3373
Rv0215c	Rv3374
Rv0215c	Rv3516
Rv0215c	Rv3550
Rv0215c	Rv3774
Rv0217c	Rv0136
Rv0217c	Rv0327c
Rv0217c	Rv0565c
Rv0217c	Rv0568
Rv0217c	Rv0766c
Rv0217c	Rv0778
Rv0217c	Rv1256c
Rv0217c	Rv1394c
Rv0217c	Rv1666c
Rv0217c	Rv1777
Rv0217c	Rv1785c
Rv0217c	Rv1880c
Rv0217c	Rv2266
Rv0217c	Rv2268c
Rv0217c	Rv2276
Rv0217c	Rv3059
Rv0217c	Rv3121
Rv0217c	Rv3685c
Rv0220	Rv0136
Rv0220	Rv0327c
Rv0220	Rv0565c
Rv0220	Rv0568
Rv0220	Rv0766c
Rv0220	Rv0778
Rv0220	Rv1256c
Rv0220	Rv1394c
Rv0220	Rv1666c
Rv0220	Rv1777
Rv0220	Rv1785c
Rv0220	Rv1880c
Rv0220	Rv2266
Rv0220	Rv2268c
Rv0220	Rv2276
Rv0220	Rv3059
Rv0220	Rv3121
Rv0220	Rv3685c
Rv0222	Rv0131c
Rv0222	Rv0154c
Rv0222	Rv0215c
Rv0222	Rv0231
Rv0222	Rv0244c
Rv0222	Rv0271c
Rv0222	Rv0400c
Rv0222	Rv0752c
Rv0222	Rv0852
Rv0222	Rv0873
Rv0222	Rv0972c
Rv0222	Rv0975c
Rv0222	Rv1346
Rv0222	Rv1467c
Rv0222	Rv1549
Rv0222	Rv1550
Rv0222	Rv1679
Rv0222	Rv1933c
Rv0222	Rv1934c
Rv0222	Rv2502c
Rv0222	Rv2724c
Rv0222	Rv2789c
Rv0222	Rv3139
Rv0222	Rv3140
Rv0222	Rv3274c
Rv0222	Rv3504
Rv0222	Rv3505
Rv0222	Rv3513c
Rv0222	Rv3543c
Rv0222	Rv3544c
Rv0222	Rv3560c
Rv0222	Rv3562
Rv0222	Rv3563
Rv0222	Rv3564
Rv0222	Rv3761c
Rv0223c	Rv0162c
Rv0223c	Rv0761c
Rv0223c	Rv0852
Rv0223c	Rv1530
Rv0223c	Rv1549
Rv0223c	Rv1550
Rv0223c	Rv1862
Rv0223c	Rv3086
Rv0223c	Rv3513c
Rv0223c	Rv3551
Rv0223c	Rv3552
Rv0224c	Rv0892
Rv0224c	Rv1599
Rv0228	Rv0400c
Rv0231	Rv0222
Rv0231	Rv0243
Rv0231	Rv0408
Rv0231	Rv0456c
Rv0231	Rv0632c
Rv0231	Rv0673
Rv0231	Rv0675
Rv0231	Rv0753c
Rv0231	Rv0859
Rv0231	Rv0860
Rv0231	Rv0905
Rv0231	Rv0914c
Rv0231	Rv0971c
Rv0231	Rv0973c
Rv0231	Rv1070c
Rv0231	Rv1071c
Rv0231	Rv1074c
Rv0231	Rv1141c
Rv0231	Rv1142c
Rv0231	Rv1323
Rv0231	Rv1472
Rv0231	Rv1867
Rv0231	Rv1935c
Rv0231	Rv2187
Rv0231	Rv2486
Rv0231	Rv2502c
Rv0231	Rv2679
Rv0231	Rv2790c
Rv0231	Rv2831
Rv0231	Rv3039c
Rv0231	Rv3280
Rv0231	Rv3373
Rv0231	Rv3374
Rv0231	Rv3516
Rv0231	Rv3523
Rv0231	Rv3546
Rv0231	Rv3550
Rv0231	Rv3556c
Rv0231	Rv3667
Rv0231	Rv3774
Rv0233	Rv0733
Rv0233	Rv1389
Rv0233	Rv1617
Rv0233	Rv1712
Rv0233	Rv2445c
Rv0233	Rv2783c
Rv0233	Rv2883c
Rv0233	Rv3247c
Rv0233	Rv3913
Rv0237	Rv0062
Rv0237	Rv0650
Rv0237	Rv1090
Rv0237	Rv1781c
Rv0243	Rv0131c
Rv0243	Rv0154c
Rv0243	Rv0231
Rv0243	Rv0408
Rv0243	Rv0904c
Rv0243	Rv0914c
Rv0243	Rv0975c
Rv0243	Rv1867
Rv0243	Rv2495c
Rv0243	Rv2790c
Rv0243	Rv3140
Rv0243	Rv3523
Rv0243	Rv3535c
Rv0243	Rv3667
Rv0244c	Rv0222
Rv0244c	Rv0456c
Rv0244c	Rv0632c
Rv0244c	Rv0673
Rv0244c	Rv0675
Rv0244c	Rv0860
Rv0244c	Rv0905
Rv0244c	Rv0971c
Rv0244c	Rv1070c
Rv0244c	Rv1071c
Rv0244c	Rv1141c
Rv0244c	Rv1142c
Rv0244c	Rv1472
Rv0244c	Rv1935c
Rv0244c	Rv2486
Rv0244c	Rv2679
Rv0244c	Rv2790c
Rv0244c	Rv2831
Rv0244c	Rv3039c
Rv0244c	Rv3373
Rv0244c	Rv3374
Rv0244c	Rv3516
Rv0244c	Rv3550
Rv0244c	Rv3774
Rv0247c	Rv0951
Rv0247c	Rv0952
Rv0247c	Rv1098c
Rv0248c	Rv0951
Rv0248c	Rv0952
Rv0248c	Rv1098c
Rv0254c	Rv2208
Rv0254c	Rv2236c
Rv0255c	Rv2236c
Rv0255c	Rv2849c
Rv0260c	Rv0510
Rv0260c	Rv2678c
Rv0263c	Rv0264c
Rv0264c	Rv0263c
Rv0266c	Rv3704c
Rv0271c	Rv0222
Rv0271c	Rv0456c
Rv0271c	Rv0632c
Rv0271c	Rv0673
Rv0271c	Rv0675
Rv0271c	Rv0860
Rv0271c	Rv0905
Rv0271c	Rv0971c
Rv0271c	Rv1070c
Rv0271c	Rv1071c
Rv0271c	Rv1141c
Rv0271c	Rv1142c
Rv0271c	Rv1472
Rv0271c	Rv1935c
Rv0271c	Rv2486
Rv0271c	Rv2679
Rv0271c	Rv2790c
Rv0271c	Rv2831
Rv0271c	Rv3039c
Rv0271c	Rv3373
Rv0271c	Rv3374
Rv0271c	Rv3516
Rv0271c	Rv3550
Rv0271c	Rv3774
Rv0300	Rv0301
Rv0301	Rv0300
Rv0317c	Rv1551
Rv0317c	Rv2249c
Rv0317c	Rv2482c
Rv0317c	Rv3302c
Rv0321	Rv0002
Rv0321	Rv0667
Rv0321	Rv0668
Rv0321	Rv1021
Rv0321	Rv1341
Rv0321	Rv1390
Rv0321	Rv1547
Rv0321	Rv1629
Rv0321	Rv2191
Rv0321	Rv2413c
Rv0321	Rv2445c
Rv0321	Rv3457c
Rv0321	Rv3644c
Rv0321	Rv3711c
Rv0321	Rv3721c
Rv0322	Rv0501
Rv0322	Rv0536
Rv0322	Rv0618
Rv0322	Rv0619
Rv0322	Rv0806c
Rv0322	Rv0993
Rv0322	Rv3634c
Rv0324	Rv0326
Rv0327c	Rv0217c
Rv0327c	Rv0220
Rv0327c	Rv0892
Rv0327c	Rv1104
Rv0327c	Rv1105
Rv0327c	Rv1758
Rv0327c	Rv2385
Rv0327c	Rv2970c
Rv0327c	Rv3084
Rv0327c	Rv3452
Rv0328	Rv3286c
Rv0334	Rv3068c
Rv0334	Rv3464
Rv0334	Rv3468c
Rv0334	Rv3784
Rv0337c	Rv0189c
Rv0337c	Rv2210c
Rv0337c	Rv2780
Rv0337c	Rv3710
Rv0348	Rv0700
Rv0348	Rv1184c
Rv0348	Rv2948c
Rv0348	Rv2949c
Rv0348	Rv2950c
Rv0348	Rv3130c
Rv0348	Rv3139
Rv0352	Rv3100c
Rv0357c	Rv0777
Rv0357c	Rv0957
Rv0357c	Rv1021
Rv0357c	Rv1341
Rv0357c	Rv1538c
Rv0357c	Rv2201
Rv0357c	Rv3624c
Rv0363c	Rv0478
Rv0363c	Rv1099c
Rv0363c	Rv1448c
Rv0363c	Rv1449c
Rv0363c	Rv2029c
Rv0363c	Rv3010c
Rv0373c	Rv0408
Rv0373c	Rv3667
Rv0374c	Rv0408
Rv0374c	Rv3667
Rv0375c	Rv0408
Rv0375c	Rv3667
Rv0382c	Rv2139
Rv0389	Rv0070c
Rv0389	Rv0772
Rv0389	Rv0788
Rv0389	Rv0803
Rv0389	Rv1093
Rv0389	Rv1406
Rv0389	Rv2124c
Rv0389	Rv2211c
Rv0389	Rv2754c
Rv0389	Rv2964
Rv0389	Rv3356c
Rv0391	Rv1133c
Rv0391	Rv2124c
Rv0391	Rv2458
Rv0400c	Rv0111
Rv0400c	Rv0133
Rv0400c	Rv0222
Rv0400c	Rv0228
Rv0400c	Rv0456c
Rv0400c	Rv0517
Rv0400c	Rv0632c
Rv0400c	Rv0673
Rv0400c	Rv0675
Rv0400c	Rv0860
Rv0400c	Rv0905
Rv0400c	Rv0971c
Rv0400c	Rv1070c
Rv0400c	Rv1071c
Rv0400c	Rv1141c
Rv0400c	Rv1142c
Rv0400c	Rv1254
Rv0400c	Rv1472
Rv0400c	Rv1935c
Rv0400c	Rv2215
Rv0400c	Rv2486
Rv0400c	Rv2679
Rv0400c	Rv2831
Rv0400c	Rv3034c
Rv0400c	Rv3039c
Rv0400c	Rv3216
Rv0400c	Rv3373
Rv0400c	Rv3374
Rv0400c	Rv3516
Rv0400c	Rv3550
Rv0400c	Rv3774
Rv0408	Rv0131c
Rv0408	Rv0154c
Rv0408	Rv0231
Rv0408	Rv0243
Rv0408	Rv0373c
Rv0408	Rv0374c
Rv0408	Rv0375c
Rv0408	Rv0409
Rv0408	Rv0753c
Rv0408	Rv0859
Rv0408	Rv0904c
Rv0408	Rv0914c
Rv0408	Rv0973c
Rv0408	Rv0975c
Rv0408	Rv1074c
Rv0408	Rv1323
Rv0408	Rv1837c
Rv0408	Rv1867
Rv0408	Rv2495c
Rv0408	Rv3140
Rv0408	Rv3280
Rv0408	Rv3523
Rv0408	Rv3535c
Rv0408	Rv3546
Rv0408	Rv3556c
Rv0408	Rv3667
Rv0408	Rv3710
Rv0409	Rv0408
Rv0409	Rv3667
Rv0414c	Rv0417
Rv0414c	Rv2977c
Rv0415	Rv0417
Rv0417	Rv0414c
Rv0417	Rv0415
Rv0422c	Rv0423c
Rv0423c	Rv0422c
Rv0436c	Rv0069c
Rv0436c	Rv0070c
Rv0436c	Rv0437c
Rv0436c	Rv1093
Rv0436c	Rv1559
Rv0436c	Rv2881c
Rv0436c	Rv3042c
Rv0437c	Rv0436c
Rv0437c	Rv1755c
Rv0437c	Rv2349c
Rv0437c	Rv2350c
Rv0437c	Rv2351c
Rv0452	Rv2711
Rv0452	Rv3676
Rv0456c	Rv0131c
Rv0456c	Rv0154c
Rv0456c	Rv0215c
Rv0456c	Rv0231
Rv0456c	Rv0244c
Rv0456c	Rv0271c
Rv0456c	Rv0400c
Rv0456c	Rv0752c
Rv0456c	Rv0852
Rv0456c	Rv0873
Rv0456c	Rv0972c
Rv0456c	Rv0975c
Rv0456c	Rv1346
Rv0456c	Rv1467c
Rv0456c	Rv1549
Rv0456c	Rv1550
Rv0456c	Rv1679
Rv0456c	Rv1933c
Rv0456c	Rv1934c
Rv0456c	Rv2502c
Rv0456c	Rv2724c
Rv0456c	Rv2789c
Rv0456c	Rv3139
Rv0456c	Rv3140
Rv0456c	Rv3274c
Rv0456c	Rv3504
